adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001828536-23-000023	1828536	ENERGY VAULT HOLDINGS, INC.	3690	US	CA	WESTLAKE VILLAGE	91361	4360 PARK TERRACE DRIVE	SUITE 100	805-852-0000	US	CA	WESTLAKE VILLAGE	91361	4360 PARK TERRACE DRIVE	SUITE 100	US	DE	853230987	NOVUS CAPITAL CORP II	20201015	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:09:00.0	0	0	nrgv-20230307_htm.xml	1	
0001828962-23-000004	1828962	CRICUT, INC.	3559	US	UT	SOUTH JORDAN	84095	10855 SOUTH RIVER FRONT PARKWAY		877-727-4288	US	UT	SOUTH JORDAN	84095	10855 SOUTH RIVER FRONT PARKWAY		US	DE	870282025	CRICUT INC	20201019	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:10:00.0	0	0	crct-20230307_htm.xml	1	
0001829864-23-000026	1829864	TASKUS, INC.	7374	US	TX	NEW BRAUNFELS	78132	1650 INDEPENDENCE DRIVE		888-400-8275	US	TX	NEW BRAUNFELS	78132	1650 INDEPENDENCE DRIVE		US	DE	831586636	TU TOPCO, INC.	20201023	2-ACC	0	1231	8-K	20230228			20230307	2023-03-07 17:08:00.0	0	0	task-20230302_htm.xml	1	
0001830210-23-000018	1830210	BENSON HILL, INC.	2000	US	MO	ST. LOUIS	63132	1001 N. WARSON RD.		314-222-8218	US	MO	ST. LOUIS	63132	1001 N. WARSON RD.		US	DE	000000000	STAR PEAK CORP II	20201027	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 17:05:00.0	0	0	bhil-20230301_htm.xml	1	
0001832433-23-000018	1832433	FERGUSON PLC	5070	GB		WOKINGHAM	RG41 5TS	1020 ESKDALE ROAD	WINNERSH TRIANGLE	44-118-927-3827	GB		WOKINGHAM	RG41 5TS	1020 ESKDALE ROAD	WINNERSH TRIANGLE	JE		000000000			1-LAF	0	0731	8-K	20230228			20230307	2023-03-07 06:51:00.0	0	0	ferg-20230307_htm.xml	1	
0001837671-23-000014	1837671	COPPER PROPERTY CTL PASS THROUGH TRUST	6500	US	TX	PLANO	75024	6501 LEGACY DRIVE		972-243-1100	US	TX	PLANO	75024	6501 LEGACY DRIVE		US	NY	000000000			4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:16:00.0	0	0	cpt-20230307_htm.xml	1	
0001837671-23-000017	1837671	COPPER PROPERTY CTL PASS THROUGH TRUST	6500	US	TX	PLANO	75024	6501 LEGACY DRIVE		972-243-1100	US	TX	PLANO	75024	6501 LEGACY DRIVE		US	NY	000000000			4-NON	0	1231	10-K	20221231	2022	FY	20230307	2023-03-07 17:22:00.0	0	1	cpt-20221231_htm.xml	1	
0001839882-23-006148	1694028	LIBERTY ENERGY INC.	1389	US	CO	DENVER	80202	950 17TH STREET	SUITE 2400	(303) 515-2800	US	CO	DENVER	80202	950 17TH STREET	SUITE 2400			814891595	LIBERTY OILFIELD SERVICES INC.	20170109	1-LAF	0		DEF 14A				20230307	2023-03-07 17:15:00.0	0	0	lbrt-def14a_041823_htm.xml	1	
0001840706-23-000010	1840706	SOPHIA GENETICS SA	2836	CH		SAINT-SULPICE	00000	RUE DU CENTRE 172, CH-1025		41 21 694 10 60	CH		SAINT-SULPICE	00000	RUE DU CENTRE 172, CH-1025		CH		000000000			2-ACC	0	1231	20-F	20221231	2022	FY	20230307	2023-03-07 07:20:00.0	0	1	soph-20221231_htm.xml	1	
0001840856-23-000014	1840856	SOUNDHOUND AI, INC.	7372	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE #1968		650-560-4753	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE #1968		US	DE	000000000	ARCHIMEDES TECH SPAC PARTNERS CO	20210115	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:38:00.0	0	0	soun-20230307_htm.xml	1	
0001842279-23-000003	1842279	OPAL FUELS INC.	4932	US	MA	BOSTON	02116	200 CLARENDON STREET, 55TH FLOOR		617-531-6300	US	MA	BOSTON	02116	200 CLARENDON STREET, 55TH FLOOR		KY		000000000	ARCLIGHT CLEAN TRANSITION CORP. II	20210125	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:21:00.0	0	0	opal-20230307_htm.xml	1	
0001845022-23-000022	1845022	COUCHBASE, INC.	7372	US	CA	SANTA CLARA	95054	3250 OLCOTT STREET		6504177500	US	CA	SANTA CLARA	95054	3250 OLCOTT STREET		US	DE	263576987			4-NON	0	0131	8-K	20230228			20230307	2023-03-07 16:05:00.0	0	0	base-20230301_htm.xml	1	
0001853145-23-000004	1853145	EVERCOMMERCE INC.	7372	US	CO	DENVER	80205	3601 WALNUT STREET	SUITE 400	720-647-4948	US	CO	DENVER	80205	3601 WALNUT STREET	SUITE 400	US	DE	814063428			4-NON	0	1231	8-K	20230228			20230307	2023-03-07 08:19:00.0	0	0	evcm-20230307_htm.xml	1	
0001860782-23-000022	1860782	2SEVENTY BIO, INC.	2834	US	MA	CAMBRIDGE	02210	60 BINNEY STREET		339-499-9300	US	MA	CAMBRIDGE	02210	60 BINNEY STREET		US	DE	863658454			4-NON	0	1231	8-K	20230228			20230307	2023-03-07 07:33:00.0	0	0	tvst-20230307_htm.xml	1	
0001866175-23-000009	1866175	CRESCENT ENERGY CO	1311	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	(713) 481-7782	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	US	DE	000000000	IE PUBCO INC.	20210607	2-ACC	0	1231	8-K	20230228			20230307	2023-03-07 16:17:00.0	0	0	crgy-20230307_htm.xml	1	
0001866175-23-000010	1866175	CRESCENT ENERGY CO	1311	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	(713) 481-7782	US	TX	HOUSTON	77002	600 TRAVIS STREET	SUITE 7200	US	DE	000000000	IE PUBCO INC.	20210607	2-ACC	0	1231	10-K	20221231	2022	FY	20230307	2023-03-07 16:29:00.0	0	1	crgy-20221231_htm.xml	1	
0001877322-23-000005	1877322	ESAB CORP	3569	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE	8TH FLOOR	(302) 252-9160	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE	8TH FLOOR	US	DE	870923837			4-NON	0	1231	8-K	20230228			20230307	2023-03-07 06:35:00.0	0	0	esab-20230307_htm.xml	1	
0001877322-23-000007	1877322	ESAB CORP	3569	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE	8TH FLOOR	(302) 252-9160	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE	8TH FLOOR	US	DE	870923837			4-NON	0	1231	10-K	20221231	2022	FY	20230307	2023-03-07 06:43:00.0	0	1	cfx-20221231_htm.xml	1	
0001937653-23-000008	1937653	ZYMEWORKS INC.	2834	US	DE	MIDDLETOWN	19709	108 PATRIOT DRIVE, SUITE A		206-337-1030	US	DE	MIDDLETOWN	19709	108 PATRIOT DRIVE, SUITE A		US	DE	000000000	ZYMEWORKS DELAWARE INC.	20220712	4-NON	0	1231	8-K	20230228			20230307	2023-03-07 16:07:00.0	0	0	zyme-20230307_htm.xml	1	
0001937653-23-000011	1937653	ZYMEWORKS INC.	2834	US	DE	MIDDLETOWN	19709	108 PATRIOT DRIVE, SUITE A		206-337-1030	US	DE	MIDDLETOWN	19709	108 PATRIOT DRIVE, SUITE A		US	DE	000000000	ZYMEWORKS DELAWARE INC.	20220712	4-NON	0	1231	10-K	20221231	2022	FY	20230307	2023-03-07 16:38:00.0	0	1	zyme-20221231_htm.xml	1	
0000020286-23-000015	20286	CINCINNATI FINANCIAL CORP	6331	US	OH	FAIRFIELD	45014	6200 S GILMORE RD		5138702000	US	OH	CINCINNATI	45250	P.O. BOX 145496		US	OH	310746871			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:26:00.0	0	0	cinf-20230306_htm.xml	1	
0000028412-23-000130	28412	COMERICA INC /NEW/	6021	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: KELLY GAGE	214-462-6831	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: KELLY GAGE	US	DE	000006021	DETROITBANK CORP	19850311	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:20:00.0	0	0	cma-20230306_htm.xml	1	
0000035527-23-000133	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	US	OH	310854434			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:16:00.0	0	0	fitb-20230228_htm.xml	1	
0000035527-23-000135	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	US	OH	310854434			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:30:00.0	0	0	fitb-20230302_htm.xml	1	
0000059255-23-000007	59255	VALHI INC /DE/	2810	US	TX	DALLAS	75240	5430 LBJ FRWY	STE 1700	9722331700	US	TX	DALLAS	75240-2620	THREE LINCOLN CENTER	5430 LBJ FREEWAY SUITE 1700	US	DE	870110150	LLC CORP	19870329	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:21:00.0	0	0	vhl-20230302x8k_htm.xml	1	
0000067215-23-000014	67215	DYCOM INDUSTRIES INC	1623	US	FL	PALM BEACH GARDENS	33408	11780 U.S. HIGHWAY 1	SUITE 600	561-627-7171	US	FL	PALM BEACH GARDENS	33408	11780 U.S. HIGHWAY 1	SUITE 600	US	FL	591277135	MOBILE HOME DYNAMICS INC	19820302	1-LAF	0	0131	8-K	20230228			20230306	2023-03-06 16:31:00.0	0	0	dy-20230306_htm.xml	1	
0000072331-23-000061	72331	NORDSON CORP	3569	US	OH	WESTLAKE	44145	28601 CLEMENS RD		4408921580	US	OH	WESTLAKE	44145	28601 CLEMENS ROAD		US	OH	340590250			1-LAF	0	1031	8-K	20230228			20230306	2023-03-06 14:57:00.0	1	0	ndsn-20230228_htm.xml	1	
0000072333-23-000015	72333	NORDSTROM INC	5651	US	WA	SEATTLE	98101-4407	1617 SIXTH AVENUE		2066282111	US	WA	SEATTLE	98101	1617 SIXTH AVENUE		US	WA	910515058	NORDSTROM BEST INC	19730611	1-LAF	0	0131	8-K	20230228			20230306	2023-03-06 17:29:00.0	1	0	jwn-20230301_htm.xml	1	
0000104169-23-000015	104169	WALMART INC.	5331	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH ST		5012734000	US	AR	BENTONVILLE	72716	702 SOUTHWEST 8TH STREET		US	DE	710415188	WAL MART STORES INC	19920703	1-LAF	0	0131	8-K	20230228			20230306	2023-03-06 16:51:00.0	0	0	wmt-20230306_htm.xml	1	
0000320335-23-000012	320335	GLOBE LIFE INC.	6311	US	TX	MCKINNEY	75070	3700 SOUTH STONEBRIDGE DRIVE		972-569-4000	US	TX	MCKINNEY	75070	3700 SOUTH STONEBRIDGE DRIVE		US	DE	630780404	TORCHMARK CORP	19920703	1-LAF	0		PRE 14A				20230306	2023-03-03 17:39:00.0	0	0	gl-20230303_htm.xml	1	
0000352825-23-000031	352825	FOSTER L B CO	5051	US	PA	PITTSBURGH	15220	415 HOLIDAY DR		4129283431	US	PA	PITTSBURGH	15220	415 HOLIDAY DR		US	PA	251324733			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 08:34:00.0	0	0	fstr-20230306_htm.xml	1	
0000356171-23-000012	356171	TRICO BANCSHARES /	6022	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	5308980300	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	US	CA	942792841			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:15:00.0	0	0	tcbk-20230306_htm.xml	1	
0000700923-23-000026	700923	MYR GROUP INC.	1623	US	CO	THORNTON	80241	12121 GRANT STREET	SUITE 610	3032868000	US	CO	THORNTON	80241	12121 GRANT STREET	SUITE 610	US	DE	363158643	MYR GROUP INC	19960417	1-LAF	0		DEF 14A				20230306	2023-03-06 16:05:00.0	0	0	myrg-20230306_htm.xml	1	
0000730708-23-000020	730708	SEACOAST BANKING CORP OF FLORIDA	6022	US	FL	STUART	34994	815 COLORADO AVE	P O BOX 9012	772 288 6063	US	FL	STUART	34995	815 COLORADO AVE	P O BOX 9012	US	FL	592260678			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 07:50:00.0	1	0	sbcf-20230306_htm.xml	1	
0000764180-23-000041	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-2200	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 07:03:00.0	0	0	mo-20230303_htm.xml	1	
0000768835-23-000009	768835	BIG LOTS INC	5331	US	OH	COLUMBUS	43081-7651	4900 E DUBLIN GRANVILLE RD		614-278-6800	US	OH	COLUMBUS	43081-7651	4900 E DUBLIN GRANVILLE RD		US	OH	061119097			1-LAF	0	0131	8-K	20230228			20230306	2023-03-06 16:33:00.0	0	0	big-20230228_htm.xml	1	
0000805676-23-000053	805676	PARK NATIONAL CORP /OH/	6021	US	OH	NEWARK	43055	50 NORTH THIRD ST		6143498451	US	OH	NEWARK	43058-3500	P O BOX 3500		US	OH	311179518			1-LAF	0		DEF 14A				20230306	2023-03-06 16:16:00.0	0	0	prk-20230302_htm.xml	1	
0000811532-23-000069	811532	CEDAR FAIR L P	7990	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		4196260830	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		US	DE	341560655			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 17:27:00.0	0	0	fun-20230306_htm.xml	1	
0000818479-23-000022	818479	DENTSPLY SIRONA INC.	3843	US	NC	CHARLOTTE	28277-3607	13320 BALLANTYNE CORPORATE PLACE		844-546-3722	US	NC	CHARLOTTE	28277-3607	13320 BALLANTYNE CORPORATE PLACE		US	DE	391434669	DENTSPLY INTERNATIONAL INC /DE/	19930630	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 08:30:00.0	0	0	xray-20230306_htm.xml	1	
0000827052-23-000017	827052	EDISON INTERNATIONAL	4911	US	CA	ROSEMEAD	91770	2244 WALNUT GROVE AVE,	P O BOX 800	(626) 302-2222	US	CA	ROSEMEAD	91770	2244 WALNUT GROVE AVE,	P O BOX 800	US	CA	954137452	SCECORP	19920703	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:13:00.0	0	0	eix-20230301x8k_htm.xml	1	
0000842180-23-000010	842180	BANCO BILBAO VIZCAYA ARGENTARIA, S.A.	6029	ES		MADRID	28050	CALLE AZUL 4		011 34 91 537 8172	ES		MADRID	28050	CALLE AZUL 4		ES		000000000	BANCO BILBAO VIZCAYA ARGENTARIA S A	20000505	1-LAF	1	1231	20-F	20221231	2022	FY	20230306	2023-03-06 15:13:00.0	0	1	bbva-20221231_htm.xml	1	
0000844856-23-000007	844856	HEALTHIER CHOICES MANAGEMENT CORP.	2100	US	FL	HOLLYWOOD	33020	3800 NORTH 28TH WAY		305-600-5004	US	FL	HOLLYWOOD	33020	3800 NORTH 28TH WAY		US	DE	841070932	VAPOR CORP.	20100108	4-NON	0	1231	8-K/A	20220831			20230306	2023-03-06 16:30:00.0	0	0	form8ka-3_3_2023_htm.xml	1	
0000852772-23-000036	852772	DENNY'S CORP	5812	US	SC	SPARTANBURG	29319	203 EAST MAIN STREET		8645978000	US	SC	SPARTANBURG	29319	203 EAST MAIN STREET		US	DE	133487402	DENNYS CORP	20020801	2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:03:00.0	0	0	denn-20230302_htm.xml	1	
0000876883-23-000010	876883	STAGWELL INC	7311	US	NY	NEW YORK	10007	ONE WORLD TRADE CENTER, FLOOR 65		646 429 1800	US	NY	NEW YORK	10007	ONE WORLD TRADE CENTER, FLOOR 65		US	DE	980364441	MDC STAGWELL HOLDINGS INC	20210729	2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:55:00.0	0	1	stgw-20221231_htm.xml	1	
0000885978-23-000010	885978	U S PHYSICAL THERAPY INC /NV	8000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	7132977000	US	TX	HOUSTON	77043	1300 WEST SAM HOUSTON PARKWAY	SUITE 300	US	NV	760364866			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 16:24:00.0	0	0	form8-k_htm.xml	1	
0000891293-23-000009	891293	CTI BIOPHARMA CORP	2834	US	WA	SEATTLE	98121	3101 WESTERN AVENUE	SUITE 800	2062827100	US	WA	SEATTLE	98121	3101 WESTERN AVENUE	SUITE 800	US	DE	911533912	CELL THERAPEUTICS INC	19960321	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:03:00.0	0	0	ctic-20230306_htm.xml	1	
0000891293-23-000011	891293	CTI BIOPHARMA CORP	2834	US	WA	SEATTLE	98121	3101 WESTERN AVENUE	SUITE 800	2062827100	US	WA	SEATTLE	98121	3101 WESTERN AVENUE	SUITE 800	US	DE	911533912	CELL THERAPEUTICS INC	19960321	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 16:31:00.0	0	1	ctic-20221231_htm.xml	1	
0000908937-23-000008	908937	SIRIUS XM HOLDINGS INC.	4832	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS	11TH FLOOR	212-584-5100	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS	11TH FLOOR			383916511	SIRIUS XM RADIO INC.	20080805	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 09:16:00.0	0	0	siri-20230306_htm.xml	1	
0000912593-23-000099	912593	SUN COMMUNITIES INC	6798	US	MI	SOUTHFIELD	48034	27777 FRANKLIN ROAD	SUITE 300	2482082500	US	MI	SOUTHFIELD	48034	27777 FRANKLIN ROAD	SUITE 300	US	MD	382730780			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 08:00:00.0	0	0	sui-20230306_htm.xml	1	
0000914121-23-000145	1275187	ANGIODYNAMICS INC	3841	US	NY	LATHAM	12110	14 PLAZA DRIVE		5187981215	US	NY	LATHAM	12110	14 PLAZA DRIVE		US	DE	113146460			1-LAF	0	0531	8-K	20230228			20230306	2023-03-06 07:15:00.0	0	0	an58829612-8ki_htm.xml	1	
0000936395-23-000009	936395	CIENA CORP	3661	US	MD	HANOVER	21076	7035 RIDGE ROAD		4108658500	US	MD	HANOVER	21076	7035 RIDGE ROAD		US	DE	232725311			1-LAF	0	1031	8-K	20230228			20230306	2023-03-06 07:26:00.0	0	0	cien-20230306_htm.xml	1	
0000943374-23-000141	1341318	LAKE SHORE BANCORP, INC.	6035	US	NY	DUNKIRK	14048	31 EAST FOURTH STREET		716-366-4070	US	NY	DUNKIRK	14048	31 EAST FOURTH STREET				204729288	LAKE SHORE BANCORP, INC.	20051012	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 16:09:00.0	0	0	form8k_htm.xml	1	
0000950103-23-003720	1356090	PRECIGEN, INC.	2834	US	MD	GERMANTOWN	20876	20374 SENECA MEADOWS PARKWAY		301-556-9900	US	MD	GERMANTOWN	20876	20374 SENECA MEADOWS PARKWAY		US	VA	000000000	INTREXON CORP	20060313	2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 16:13:00.0	0	0	dp190237_8k_htm.xml	1	
0000950142-23-000620	1841004	ALTIMAR ACQUISITION CORP. III	6770	US	NY	NEW YORK	10019	40 W. 57TH STREET, 33RD FLOOR		212-287-6767	US	NY	NEW YORK	10019	40 W. 57TH STREET, 33RD FLOOR		KY		981576586			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 17:30:00.0	0	0	eh230336523_8k_htm.xml	1	
0000950170-23-006053	1788999	XPERI INC.	7372	US	CA	SAN JOSE	95002	2190 GOLD STREET		4085199100	US	CA	SAN JOSE	95002	2190 GOLD STREET		US	DE	834470363	XPERI, INC.	20220608	4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-03 17:53:00.0	0	1	xper-20221231_htm.xml	1	
0000950170-23-006060	104918	AVISTA CORP	4931	US	WA	SPOKANE	99202	1411 E MISSION AVE		5094890500	US	WA	SPOKANE	99202	1411 EAST MISSION		US	WA	910462470	WASHINGTON WATER POWER CO	19920703	1-LAF	0	1231	8-K	20230228			20230306	2023-03-03 18:31:00.0	0	0	ava-20230301_htm.xml	1	
0000950170-23-006082	1802156	XPONENTIAL FITNESS, INC.	7990	US	CA	IRVINE	92614	17877 VON KARMAN AVE	SUITE 100	6507522078	US	CA	IRVINE	92614	17877 VON KARMAN AVE	SUITE 100	US	DE	844395129			2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 06:05:00.0	0	1	xpof-20221231_htm.xml	1	
0000950170-23-006084	1439725	BIODESIX INC	8071	US	CO	BOULDER	80301	2970 WILDERNESS PLACE	SUITE 100	303-417-0500	US	CO	BOULDER	80301	2970 WILDERNESS PLACE	SUITE 100	US	DE	203986492			4-NON	0	1231	8-K	20230228			20230306	2023-03-06 06:05:00.0	0	0	bdsx-20230306_htm.xml	1	
0000950170-23-006091	1748907	ORCHARD THERAPEUTICS PLC	2836	GB		LONDON	W6 8PW	245 HAMMERSMITH ROAD, 3RD FLOOR		011-44-0-203-3846700	GB		LONDON	W6 8PW	245 HAMMERSMITH ROAD, 3RD FLOOR		GB		000000000	ORCHARD RX LTD	20180802	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 06:11:00.0	0	0	ortx-20230306_htm.xml	1	
0000950170-23-006092	1439725	BIODESIX INC	8071	US	CO	BOULDER	80301	2970 WILDERNESS PLACE	SUITE 100	303-417-0500	US	CO	BOULDER	80301	2970 WILDERNESS PLACE	SUITE 100	US	DE	203986492			4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 06:11:00.0	0	1	bdsx-20221231_htm.xml	1	
0000950170-23-006110	79282	BROWN & BROWN, INC.	6411	US	FL	DAYTONA BEACH	32114	300 N. BEACH STREET		386-252-9601	US	FL	DAYTONA BEACH	32114	300 N. BEACH STREET		US	FL	590864469	BROWN & BROWN, INC	20171108	1-LAF	0	0131	8-K	20230228			20230306	2023-03-06 07:01:00.0	0	0	bro-20230306_htm.xml	1	
0000950170-23-006111	3197	CECO ENVIRONMENTAL CORP	3564	US	TX	DALLAS	75254	14651 NORTH DALLAS PARKWAY	SUITE 500	(513) 458-2600	US	OH	CINCINNATI	45227	4625 RED BANK ROAD	SUITE 200	US	DE	132566064	API ENTERPRISES INC	19920703	2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 07:01:00.0	0	0	ceco-20230306_htm.xml	1	
0000950170-23-006114	1061983	CYTOKINETICS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	350 OYSTER POINT BOULEVARD	.	(650) 624-3000	US	CA	SOUTH SAN FRANCISCO	94080	350 OYSTER POINT BOULEVARD				943291317			1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 07:03:00.0	0	0	cytk-20230304_htm.xml	1	
0000950170-23-006116	1841156	PAYMENTUS HOLDINGS, INC.	7389	US	NC	CHARLOTTE	28277	11605 N. COMMUNITY HOUSE ROAD	SUITE 300	(888) 440-4826	US	NC	CHARLOTTE	28277	11605 N. COMMUNITY HOUSE ROAD	SUITE 300	US	DE	000000000			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 07:08:00.0	0	0	pay-20230301_htm.xml	1	
0000950170-23-006118	1660334	VERRICA PHARMACEUTICALS INC.	2834	US	PA	WEST CHESTER	19380	10 NORTH HIGH STREET	SUITE 200	484-453-3300	US	PA	WEST CHESTER	19380	10 NORTH HIGH STREET	SUITE 200	US	DE	463137900			4-NON	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 08:01:00.0	0	1	vrca-20221231_htm.xml	1	
0000950170-23-006124	1570827	VICTORY CAPITAL HOLDINGS, INC.	6282	US	OH	BROOKLYN	44144	4900 TIEDEMANN ROAD	4TH FLOOR	216-898-2400	US	OH	BROOKLYN	44144	4900 TIEDEMANN ROAD	4TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 08:28:00.0	0	1	vctr-20221231_htm.xml	1	
0000950170-23-006125	1739410	RALLYBIO CORP	2834	US	CT	NEW HAVEN	06510	234 CHURCH STREET	SUITE 1020	203- 859-3820	US	CT	NEW HAVEN	06510	234 CHURCH STREET	SUITE 1020			851083789	RALLYBIO HOLDINGS, LLC	20180502	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 08:31:00.0	0	0	rlyb-20230306_htm.xml	1	
0000950170-23-006126	61986	MANITOWOC CO INC	3531	US	WI	MILWAUKEE	53224	11270 WEST PARK PLACE	SUITE 10000	9206522222	US	WI	MILWAUKEE	53224	11270 WEST PARK PLACE	SUITE 10000	US	WI	390448110			2-ACC	0	1231	8-K	20230228			20230306	2023-03-06 08:40:00.0	0	0	mtw-20230306_htm.xml	1	
0000950170-23-006131	902791	BARRETT BUSINESS SERVICES INC	7363	US	WA	VANCOUVER	98662	8100 NE PARKWAY DRIVE	SUITE 200	(800) 494-5669	US	WA	VANCOUVER	98662	8100 NE PARKWAY DRIVE	SUITE 200	US	MD	520812977			2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 09:02:00.0	0	1	bbsi-20221231_htm.xml	1	
0000950170-23-006132	1595097	CORBUS PHARMACEUTICALS HOLDINGS, INC.	2834	US	MA	NORWOOD	02062	500 RIVER RIDGE DRIVE		617-963-0103	US	MA	NORWOOD	02062	500 RIVER RIDGE DRIVE		US	DE	464348039	SAV ACQUISITION CORP	20131220	4-NON	0	1231	8-K	20230228			20230306	2023-03-06 09:01:00.0	0	0	crbp-20230301_htm.xml	1	
0000950170-23-006133	1138723	ACCURAY INC	3841	US	CA	SUNNYVALE	94089	1310 CHESAPEAKE TERRACE		4087164600	US	CA	SUNNYVALE	94089	1310 CHESAPEAKE TERRACE				208370041			2-ACC	0	0630	8-K	20230228			20230306	2023-03-06 09:01:00.0	0	0	aray-20230306_htm.xml	1	
0000950170-23-006139	818033	HERON THERAPEUTICS, INC. /DE/	2834	US	CA	SAN DIEGO	92121	4242 CAMPUS POINT COURT, SUITE 200		8582514400	US	CA	SAN DIEGO	92121	4242 CAMPUS POINT COURT, SUITE 200		US	DE	942875566	AP PHARMA INC /DE/	20010511	1-LAF	0	1231	8-K	20230228			20230306	2023-03-06 09:11:00.0	0	0	hrtx-20230306_htm.xml	1	
0000950170-23-006169	3197	CECO ENVIRONMENTAL CORP	3564	US	TX	DALLAS	75254	14651 NORTH DALLAS PARKWAY	SUITE 500	(513) 458-2600	US	OH	CINCINNATI	45227	4625 RED BANK ROAD	SUITE 200	US	DE	132566064	API ENTERPRISES INC	19920703	2-ACC	0	1231	10-K	20221231	2022	FY	20230306	2023-03-06 12:19:00.0	0	1	ceco-20221231_htm.xml	1	
