Plugin,Metric
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectcolumnvaluecreate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectcolumnvaluedestroy
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectcolumnvalueupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectevent
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectviewcreate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectviewdestroy
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-memexprojectviewupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-projectitemcreate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-projectitemdestroy
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v0-projectitemupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v1-memexprojectcolumndestroy
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex-v1-memexprojectcolumnupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex_automation-v0-issuecreateevent
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-memex_automation-v0-issueupdateevent
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-repositories-v1-created
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-repositories-v1-deleted
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-repositories-v1-transferred
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-repositories-v1-visibilitychanged
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-secret_scanning-v1-issuecommentscan
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-secret_scanning-v1-issuescan
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-security_center-v1-securityfeaturerepoupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-v1-gistpush
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-v1-issueconvertedtodiscussion
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-v1-issueupdateassignee
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-v1-issueupdatelabel
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.github-v1-pullrequestupdate
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.octochat-v0-login
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.pages_deployer-v0-deploymentstatus
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.registry_metadata-v0-migrationdatasyncevent
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.token_scanning_service-v0-backfillgrouprequest
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.token_scanning_service-v0-custompatterndryrunnotify
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.token_scanning_service-v0-enablementchange
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.offsetfetch.token_scanning_service-v0-jobgroupevent
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.by-topic.produce.cp1-iad-ingest-audit_log-v2-auditentry
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.error.syncgroup
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-jobcomplete.bytes
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-jobcomplete.messages
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-request.bytes
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-request.messages
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-usersignup.bytes
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.cp1-iad-ingest-github-v1-usersignup.messages
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.github-webhooks-v0-droppedeventmetadata.bytes
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce-noop.github-webhooks-v0-droppedeventmetadata.messages
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce.cp1-iad-ingest-audit_log-v2-auditentry.bytes
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.broker.produce.cp1-iad-ingest-audit_log-v2-auditentry.messages
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.server.bytes-in
statsd,{{ HOSTNAME }}.statsd.derive-kafka-lite.server.bytes-out
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.UpdateRepoWorker.RunBackfill.count
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.UpdateRepoWorker.RunSync.count
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.aqueduct.client.request.count
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.db.sql.max_idle_closed
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.db.sql.max_idle_time_closed
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.db.sql.max_lifetime_closed
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.db.sql.wait_count
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.db.sql.wait_duration
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.kv_store.get.hit
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.kv_store.get.miss
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.kv_store.put.insert
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.mysql.conn_open
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.scratch.borrow.new
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.scratch.return
statsd,{{ HOSTNAME }}.statsd.derive-token-scanning-service.user_api.find_users.startup
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.db.sql.max_idle_closed
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.db.sql.max_idle_time_closed
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.db.sql.max_lifetime_closed
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.db.sql.wait_count
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.db.sql.wait_duration
statsd,{{ HOSTNAME }}.statsd.derive-turboscan.kafka.request.pending
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.goroutines
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.allocated
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.frees
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.gc.pause_per_second
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.gc.total_pause
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.heap
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.mallocs
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.proc.memory.stack
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.redis.pool.idleConnections
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.redis.pool.totalConnections
statsd,{{ HOSTNAME }}.statsd.gauge-alive.frontend.service.tick.time-count
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.count
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.max
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.min
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.p50
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.p90
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.p95
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.p99
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.latency.milliseconds.sum
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.pending
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.per_second.15m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.per_second.1m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.per_second.5m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.per_second.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.count
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.max
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.min
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.p50
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.p90
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.p95
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.p99
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.request.size.bytes.sum
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.count
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.max
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.min
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.p50
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.p90
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.p95
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.p99
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.batch.size.sum
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.per_second.15m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.per_second.1m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.per_second.5m
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.per_second.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.avg
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.count
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.max
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.min
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.p50
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.p90
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.p95
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.p99
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.kafka.response.size.bytes.sum
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.goroutines
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.allocated
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.frees
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.gc.pause_per_second
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.gc.total_pause
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.heap
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.mallocs
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.proc.memory.stack
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.redis.pool.idleConnections
statsd,{{ HOSTNAME }}.statsd.gauge-alive.router.redis.pool.totalConnections
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.advanced_security
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.archive_restore
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.audit_logs
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.background_destroy
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.calculate_topic_applied_counts
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.checks_delete_archived
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.checks_rollup_archive
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.clean_up_deleted_teams
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.code_scanning
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.collect_metrics
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.delete_expired_reserved_login_tombstones
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.deliver_hook_event
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.dependabot
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.dgit_schedulers
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.dpages_evacuations_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.dpages_maintenance_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.gist_maintenance_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.github_connect
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.index_high
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.invalidate_expired_invites
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.lfs
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.low
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.memex_project_scheduled_workflow_runner
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.network_maintenance_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.newsletter_delivery
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.orchestrate_check_steps_deletion
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.pat_access_request_notice_job
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.pat_expiry_notice_job
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.purge_deleted_memex_projects
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.purge_restorables
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.purge_stale_render_blobs
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.purge_stale_upload_manifest_file_blobs
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.remove_expired_announcements
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.remove_expired_oauth
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.repository_bulk_purge
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.repository_orchestration_sweeper
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.repository_snapshot_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.security_center_reconciliation
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.stale_check_runs
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.statuses_delete_archived
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.stop_all_stalled_progress_job
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.storage_cluster
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.queue_depth.github-production.wiki_maintenance_scheduler
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.advanced_security.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.advanced_security.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.archive_restore.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.archive_restore.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.audit_logs.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.audit_logs.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.background_destroy.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.background_destroy.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.calculate_topic_applied_counts.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.calculate_topic_applied_counts.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.checks_delete_archived.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.checks_delete_archived.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.checks_rollup_archive.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.checks_rollup_archive.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.clean_up_deleted_teams.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.clean_up_deleted_teams.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.code_scanning.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.code_scanning.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.collect_metrics.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.collect_metrics.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.delete_expired_reserved_login_tombstones.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.delete_expired_reserved_login_tombstones.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.deliver_hook_event.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.deliver_hook_event.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dependabot.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dependabot.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dgit_schedulers.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dgit_schedulers.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dpages_evacuations_scheduler.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dpages_evacuations_scheduler.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dpages_maintenance_scheduler.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.dpages_maintenance_scheduler.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.gist_maintenance_scheduler.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.gist_maintenance_scheduler.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.github_connect.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.github_connect.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.index_high.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.index_high.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.invalidate_expired_invites.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.invalidate_expired_invites.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.lfs.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.lfs.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.low.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.low.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.memex_project_scheduled_workflow_runner.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.memex_project_scheduled_workflow_runner.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.network_maintenance_scheduler.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.network_maintenance_scheduler.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.newsletter_delivery.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.newsletter_delivery.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.orchestrate_check_steps_deletion.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.orchestrate_check_steps_deletion.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.pat_access_request_notice_job.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.pat_access_request_notice_job.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.pat_expiry_notice_job.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.pat_expiry_notice_job.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_deleted_memex_projects.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_deleted_memex_projects.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_restorables.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_restorables.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_stale_render_blobs.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_stale_render_blobs.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_stale_upload_manifest_file_blobs.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.purge_stale_upload_manifest_file_blobs.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.remove_expired_announcements.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.remove_expired_announcements.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.remove_expired_oauth.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.remove_expired_oauth.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.repository_bulk_purge.aqueduct_api_v1.Ack.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.repository_bulk_purge.aqueduct_api_v1.Send.200
statsd,{{ HOSTNAME }}.statsd.gauge-aqueduct-lite.request.count.github-production.repository_orchestration_sweeper.aqueduct_api_v1.Ack.200
